instruction,input,output,decision
Explain why this loan application was approved.,"Credit Score: 766
Debt-to-Income Ratio: 21.9%
Loan Amount: $33,082
Annual Income: $91,768
Employment Length: 27 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 0","Congratulations! Your loan is approved based on strong creditworthiness indicators: 766 credit score, $91,768 annual income, and minimal delinquencies.",approved
Explain why this loan application was approved.,"Credit Score: 668
Debt-to-Income Ratio: 20.2%
Loan Amount: $29,860
Annual Income: $137,761
Employment Length: 0 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 0","Based on your 668 credit score and 20.2% debt-to-income ratio, your loan application has been approved. Your strong credit history demonstrates reliable repayment behavior.",approved
Explain why this loan application was approved.,"Credit Score: 722
Debt-to-Income Ratio: 35.0%
Loan Amount: $36,880
Annual Income: $163,624
Employment Length: 19 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 0","We are pleased to approve your $36,880 loan request. Your excellent credit score of 722 and stable income of $163,624 per year meet our lending criteria.",approved
Explain why this loan application was rejected.,"Credit Score: 650
Debt-to-Income Ratio: 44.0%
Loan Amount: $24,342
Annual Income: $138,806
Employment Length: 0 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 1","Application declined. Adverse action reasons per FCRA Section 615: (1) Credit score 650 below acceptable range, (2) DTI ratio 44.0% exceeds policy limits, (3) Recent credit inquiries indicate financial stress.",rejected
Explain why this loan application was rejected.,"Credit Score: 646
Debt-to-Income Ratio: 44.2%
Loan Amount: $14,374
Annual Income: $142,789
Employment Length: 3 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 0","Application declined. Adverse action reasons per FCRA Section 615: (1) Credit score 646 below acceptable range, (2) DTI ratio 44.2% exceeds policy limits, (3) Recent credit inquiries indicate financial stress.",rejected
Explain why this loan application was rejected.,"Credit Score: 554
Debt-to-Income Ratio: 34.1%
Loan Amount: $36,007
Annual Income: $133,569
Employment Length: 16 years
Delinquencies (2 yrs): 1
Credit Inquiries (6 mo): 0","Application declined. Adverse action reasons per FCRA Section 615: (1) Credit score 554 below acceptable range, (2) DTI ratio 34.1% exceeds policy limits, (3) Recent credit inquiries indicate financial stress.",rejected
Explain why this loan application was rejected.,"Credit Score: 847
Debt-to-Income Ratio: 40.1%
Loan Amount: $40,247
Annual Income: $60,985
Employment Length: 20 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 3","Unfortunately, we cannot approve your application. Your 847 credit score and 40.1% DTI ratio do not meet our current underwriting standards for a $40,247 loan.",rejected
Explain why this loan application was rejected.,"Credit Score: 581
Debt-to-Income Ratio: 39.1%
Loan Amount: $31,657
Annual Income: $170,988
Employment Length: 13 years
Delinquencies (2 yrs): 1
Credit Inquiries (6 mo): 0","Your $31,657 loan request cannot be approved at this time. Key adverse factors: credit score 581 indicates elevated risk, and 1 recent delinquencies raise concerns about repayment ability.",rejected
Explain why this loan application was rejected.,"Credit Score: 688
Debt-to-Income Ratio: 44.0%
Loan Amount: $34,538
Annual Income: $88,046
Employment Length: 16 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 0","Application declined. Adverse action reasons per FCRA Section 615: (1) Credit score 688 below acceptable range, (2) DTI ratio 44.0% exceeds policy limits, (3) Recent credit inquiries indicate financial stress.",rejected
Explain why this loan application was rejected.,"Credit Score: 591
Debt-to-Income Ratio: 21.2%
Loan Amount: $30,963
Annual Income: $40,652
Employment Length: 26 years
Delinquencies (2 yrs): 1
Credit Inquiries (6 mo): 0","Your $30,963 loan request cannot be approved at this time. Key adverse factors: credit score 591 indicates elevated risk, and 1 recent delinquencies raise concerns about repayment ability.",rejected
Explain why this loan application was approved.,"Credit Score: 688
Debt-to-Income Ratio: 16.6%
Loan Amount: $13,199
Annual Income: $133,845
Employment Length: 28 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 0","Based on your 688 credit score and 16.6% debt-to-income ratio, your loan application has been approved. Your strong credit history demonstrates reliable repayment behavior.",approved
Explain why this loan application was approved.,"Credit Score: 738
Debt-to-Income Ratio: 17.1%
Loan Amount: $8,300
Annual Income: $107,830
Employment Length: 22 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 0","Your loan application is approved. Key factors include your 738 FICO score, low debt-to-income ratio of 17.1%, and 22 years of employment history.",approved
Explain why this loan application was rejected.,"Credit Score: 591
Debt-to-Income Ratio: 44.9%
Loan Amount: $5,488
Annual Income: $183,868
Employment Length: 21 years
Delinquencies (2 yrs): 1
Credit Inquiries (6 mo): 1","Your $5,488 loan request cannot be approved at this time. Key adverse factors: credit score 591 indicates elevated risk, and 1 recent delinquencies raise concerns about repayment ability.",rejected
Explain why this loan application was rejected.,"Credit Score: 574
Debt-to-Income Ratio: 22.2%
Loan Amount: $8,627
Annual Income: $97,945
Employment Length: 12 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 2","Application declined. Adverse action reasons per FCRA Section 615: (1) Credit score 574 below acceptable range, (2) DTI ratio 22.2% exceeds policy limits, (3) Recent credit inquiries indicate financial stress.",rejected
Explain why this loan application was rejected.,"Credit Score: 628
Debt-to-Income Ratio: 28.5%
Loan Amount: $12,214
Annual Income: $137,157
Employment Length: 28 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 2","Application declined. Adverse action reasons per FCRA Section 615: (1) Credit score 628 below acceptable range, (2) DTI ratio 28.5% exceeds policy limits, (3) Recent credit inquiries indicate financial stress.",rejected
Explain why this loan application was rejected.,"Credit Score: 574
Debt-to-Income Ratio: 38.9%
Loan Amount: $29,951
Annual Income: $92,157
Employment Length: 23 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 0","Application declined. Adverse action reasons per FCRA Section 615: (1) Credit score 574 below acceptable range, (2) DTI ratio 38.9% exceeds policy limits, (3) Recent credit inquiries indicate financial stress.",rejected
Explain why this loan application was rejected.,"Credit Score: 627
Debt-to-Income Ratio: 15.0%
Loan Amount: $31,572
Annual Income: $83,365
Employment Length: 25 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 2","Application declined. Adverse action reasons per FCRA Section 615: (1) Credit score 627 below acceptable range, (2) DTI ratio 15.0% exceeds policy limits, (3) Recent credit inquiries indicate financial stress.",rejected
Explain why this loan application was approved.,"Credit Score: 728
Debt-to-Income Ratio: 13.5%
Loan Amount: $15,395
Annual Income: $131,422
Employment Length: 21 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 1","Based on your 728 credit score and 13.5% debt-to-income ratio, your loan application has been approved. Your strong credit history demonstrates reliable repayment behavior.",approved
Explain why this loan application was rejected.,"Credit Score: 656
Debt-to-Income Ratio: 37.2%
Loan Amount: $48,513
Annual Income: $37,273
Employment Length: 18 years
Delinquencies (2 yrs): 2
Credit Inquiries (6 mo): 1","Application declined. Adverse action reasons per FCRA Section 615: (1) Credit score 656 below acceptable range, (2) DTI ratio 37.2% exceeds policy limits, (3) Recent credit inquiries indicate financial stress.",rejected
Explain why this loan application was approved.,"Credit Score: 820
Debt-to-Income Ratio: 5.1%
Loan Amount: $30,792
Annual Income: $102,781
Employment Length: 18 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 0","Congratulations! Your loan is approved based on strong creditworthiness indicators: 820 credit score, $102,781 annual income, and minimal delinquencies.",approved
Explain why this loan application was rejected.,"Credit Score: 636
Debt-to-Income Ratio: 35.7%
Loan Amount: $28,989
Annual Income: $124,369
Employment Length: 24 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 0","Your $28,989 loan request cannot be approved at this time. Key adverse factors: credit score 636 indicates elevated risk, and 0 recent delinquencies raise concerns about repayment ability.",rejected
Explain why this loan application was rejected.,"Credit Score: 679
Debt-to-Income Ratio: 31.2%
Loan Amount: $15,616
Annual Income: $86,440
Employment Length: 8 years
Delinquencies (2 yrs): 3
Credit Inquiries (6 mo): 1","Unfortunately, we cannot approve your application. Your 679 credit score and 31.2% DTI ratio do not meet our current underwriting standards for a $15,616 loan.",rejected
Explain why this loan application was approved.,"Credit Score: 688
Debt-to-Income Ratio: 29.2%
Loan Amount: $17,991
Annual Income: $183,612
Employment Length: 13 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 0","We are pleased to approve your $17,991 loan request. Your excellent credit score of 688 and stable income of $183,612 per year meet our lending criteria.",approved
Explain why this loan application was rejected.,"Credit Score: 560
Debt-to-Income Ratio: 28.5%
Loan Amount: $34,139
Annual Income: $36,862
Employment Length: 0 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 0","Unfortunately, we cannot approve your application. Your 560 credit score and 28.5% DTI ratio do not meet our current underwriting standards for a $34,139 loan.",rejected
Explain why this loan application was approved.,"Credit Score: 664
Debt-to-Income Ratio: 21.1%
Loan Amount: $32,810
Annual Income: $134,997
Employment Length: 27 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 1","We are pleased to approve your $32,810 loan request. Your excellent credit score of 664 and stable income of $134,997 per year meet our lending criteria.",approved
Explain why this loan application was rejected.,"Credit Score: 610
Debt-to-Income Ratio: 43.8%
Loan Amount: $13,244
Annual Income: $119,001
Employment Length: 12 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 0","Unfortunately, we cannot approve your application. Your 610 credit score and 43.8% DTI ratio do not meet our current underwriting standards for a $13,244 loan.",rejected
Explain why this loan application was approved.,"Credit Score: 754
Debt-to-Income Ratio: 21.7%
Loan Amount: $39,622
Annual Income: $109,453
Employment Length: 13 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 1","We are pleased to approve your $39,622 loan request. Your excellent credit score of 754 and stable income of $109,453 per year meet our lending criteria.",approved
Explain why this loan application was rejected.,"Credit Score: 795
Debt-to-Income Ratio: 23.5%
Loan Amount: $44,464
Annual Income: $128,475
Employment Length: 15 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 1","Application declined. Adverse action reasons per FCRA Section 615: (1) Credit score 795 below acceptable range, (2) DTI ratio 23.5% exceeds policy limits, (3) Recent credit inquiries indicate financial stress.",rejected
Explain why this loan application was approved.,"Credit Score: 754
Debt-to-Income Ratio: 12.6%
Loan Amount: $15,442
Annual Income: $89,696
Employment Length: 12 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 1","Based on your 754 credit score and 12.6% debt-to-income ratio, your loan application has been approved. Your strong credit history demonstrates reliable repayment behavior.",approved
Explain why this loan application was approved.,"Credit Score: 755
Debt-to-Income Ratio: 9.4%
Loan Amount: $48,879
Annual Income: $120,815
Employment Length: 18 years
Delinquencies (2 yrs): 1
Credit Inquiries (6 mo): 0","We are pleased to approve your $48,879 loan request. Your excellent credit score of 755 and stable income of $120,815 per year meet our lending criteria.",approved
Explain why this loan application was approved.,"Credit Score: 836
Debt-to-Income Ratio: 12.4%
Loan Amount: $48,527
Annual Income: $115,180
Employment Length: 0 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 1","Your loan application is approved. Key factors include your 836 FICO score, low debt-to-income ratio of 12.4%, and 0 years of employment history.",approved
Explain why this loan application was rejected.,"Credit Score: 555
Debt-to-Income Ratio: 44.8%
Loan Amount: $34,127
Annual Income: $97,445
Employment Length: 13 years
Delinquencies (2 yrs): 0
Credit Inquiries (6 mo): 0","Your $34,127 loan request cannot be approved at this time. Key adverse factors: credit score 555 indicates elevated risk, and 0 recent delinquencies raise concerns about repayment ability.",rejected
